Order,Chart,Row,Artist,Album,Date Finished,Primary Genre,Specific Genre,Average Rating,Ratings by Listen,,,,,,,,,,,,,,,
492,4,6,Blur,Parklife,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
493,4,7,Blur,Blur,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
494,4,7,Kings of Leon,Young and Young Manhood,1/1/2017,Rock,Southern Rock,N/A,,,,,,,,,,,,,,,,
495,4,7,Kings of Leon,Only by the Night,1/1/2017,Rock,Southern Rock,N/A,,,,,,,,,,,,,,,,
496,4,7,Kings of Leon,Come Around Sundown,1/1/2017,Rock,Southern Rock,N/A,,,,,,,,,,,,,,,,
497,4,7,Kings of Leon,Mechanical Bull,1/1/2017,Rock,Southern Rock,N/A,,,,,,,,,,,,,,,,
498,4,7,Godspeed You! Black Emporer,Luciferian Towers,1/1/2017,Rock,Post-Rock,7.5,7.5,,,,,,,,,,,,,,,
499,4,7,clipping.,CLPPNG,1/1/2017,Rap,Experimental Rap,8.5,8.5,,,,,,,,,,,,,,,
500,4,7,M83,"Dead Cities, Red Seas, and Lost Ghosts",1/1/2017,Electronic,,N/A,,,,,,,,,,,,,,,,
501,4,7,City and Colour,Bring Me Your Love,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
502,4,7,Paramore,After Laughter,1/1/2017,Pop,,5,5,,,,,,,,,,,,,,,
503,4,8,Home,Before the Night,1/1/2017,Electronic,,9,9,,,,,,,,,,,,,,,
504,4,8,Beck,Midnite Vultures,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
505,4,8,Beck,Sea Change,1/1/2017,Indie,,N/A,,,,,,,,,,,,,,,,
506,4,8,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",1/1/2017,Rap,,3,3,,,,,,,,,,,,,,,
507,4,8,Feist,Let It Die,1/1/2017,Indie,Indie Pop,7,7,,,,,,,,,,,,,,,
508,4,8,Feist,The Reminder,1/1/2017,Indie,Indie Pop,6,6,,,,,,,,,,,,,,,
509,4,8,Youth Lagoon,The Year of Hibernation,1/1/2017,Indie,,8,8,,,,,,,,,,,,,,,
510,4,8,Cloudkicker,Let Yourself Be Huge,1/1/2017,Rock,Math Rock,7.5,7.5,,,,,,,,,,,,,,,
511,4,8,Al Stewart,Year of the Cat,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
512,4,8,The Allman Brothers,"Wipe the Windows, Check the Oil, Dollar Gas",1/1/2017,Rock,Southern Rock,N/A,,,,,,,,,,,,,,,,
513,4,9,Asia,Asia,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
514,4,9,The B52's,The B52's,1/1/2017,Rock,New Wave,N/A,,,,,,,,,,,,,,,,
515,4,9,The Band,The Last Waltz,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
516,4,9,Better Than Ezra,Deluxe,1/1/2017,Rock,Post-Grunge,N/A,,,,,,,,,,,,,,,,
517,4,9,Big Star,Third/Sister Lovers,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
518,4,9,The Blasters,American Music,1/1/2017,,,N/A,,,,,,,,,,,,,,,,
519,4,9,"Blood, Sweat and Tears","Blood, Sweat and Tears",1/1/2017,,,N/A,,,,,,,,,,,,,,,,
520,4,9,Bob Dylan,Blonde on Blonde,1/1/2017,Folk,,N/A,,,,,,,,,,,,,,,,
521,4,9,Bob Dylan,Blood on the Tracks,1/1/2017,Folk,,N/A,,,,,,,,,,,,,,,,
522,4,9,Boz Scaggs,Silk Degrees,1/1/2017,Pop,,7,7,,,,,,,,,,,,,,,
523,4,10,Buck Owens,I've Got a Tiger by the Tail,1/1/2017,Country,,N/A,,,,,,,,,,,,,,,,
524,4,10,Buddy Holly and the Crickets,"The ""Chirping"" Crickets",1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
525,4,10,Buzzcocks,Singles Going Steady,1/1/2017,Rock,,N/A,,,,,,,,,,,,,,,,
526,4,10,Cabinessence,Naked Friends,1/1/2017,,,6.5,6.5,,,,,,,,,,,,,,,
527,4,10,Home,Falling Into Place,1/1/2017,Electronic,Dance,8.5,8.5,,,,,,,,,,,,,,,
528,4,10,Tycho,Epoch,1/1/2017,Electronic,Ambient,6,6,,,,,,,,,,,,,,,
529,4,10,Porter Robinson,Worlds,1/1/2017,Electronic,Electropop,8,8,,,,,,,,,,,,,,,
530,4,10,Beirut,No No No,1/1/2017,Indie,Indie Folk,7,7,,,,,,,,,,,,,,,
531,4,10,Rogue Wave,Permalight,1/1/2017,Indie,Indie Rock,6.5,6.5,,,,,,,,,,,,,,,
532,4,10,Scavenger Hunt,Scavenger Hunt EP,1/1/2017,Electronic,Electropop,7.5,7.5,,,,,,,,,,,,,,,
533,5,1,Elijah Who,Gentle Boy,1/1/2017,Rap,Lo-Fi,8,8,,,,,,,,,,,,,,,
534,5,1,Elijah Who,new feelings,1/1/2017,Rap,Lo-Fi,8.5,8.5,,,,,,,,,,,,,,,
535,5,1,NONONO,We Are Only What We Feel,1/1/2017,Pop,Pop Rock,6,6,,,,,,,,,,,,,,,
536,5,1,Com Truise,In Decay,1/1/2017,Electronic,Future Funk,7,7,,,,,,,,,,,,,,,
537,5,1,Joji,In Tongues,1/1/2017,Electronic,Lo-Fi,6.5,6.5,,,,,,,,,,,,,,,
538,5,1,Various Artists,Kitsune Maison Compilation,1/1/2017,Misc,Misc,5,5,,,,,,,,,,,,,,,
539,5,1,Rogue Wave,Cover Me,1/1/2017,Misc,Misc,6.5,6.5,,,,,,,,,,,,,,,
540,5,1,Beirut,East Harlem,1/1/2017,Indie,Indie Folk,6.5,6.5,,,,,,,,,,,,,,,
541,5,1,Matchbox 20,Exile on Mainstream,1/1/2017,Rock,,8.25,8,8.5,,,,,,,,,,,,,,
542,5,1,Vantage,Aloha Islands,1/1/2017,Electronic,Electropop,5.5,5.5,,,,,,,,,,,,,,,
543,5,2,The Cardigans,First Band on the Moon,1/1/2017,Pop,Pop Rock,N/A,,,,,,,,,,,,,,,,
544,5,2,Carole King,Tapestry,1/1/2017,Pop,Singer/Songwriter,N/A,,,,,,,,,,,,,,,,
545,5,2,Carpenters,Carpenters,1/1/2017,R&B,Soul,N/A,,,,,,,,,,,,,,,,
546,5,2,The Cars,The Cars,1/1/2017,Rock,New Wave,7,7,,,,,,,,,,,,,,,
547,5,2,Cat Stevens,Tea For The Tillerman,1/1/2017,Rock,Folk Rock,7.5,7.5,,,,,,,,,,,,,,,
548,5,2,Cheap Trick,Sgt. Pepper Live,1/1/2017,Rock,,7,7,,,,,,,,,,,,,,,
549,5,2,Cheap Trick,At Budokan,1/1/2017,Rock,,6.5,6.5,,,,,,,,,,,,,,,
550,5,2,Chet Baker,Chet,1/1/2017,Jazz,,7.5,7.5,,,,,,,,,,,,,,,
551,5,2,Chris Isaak,Heart Shaped World,1/1/2017,Rock,Rockabilly,6.5,6.5,,,,,,,,,,,,,,,
552,5,2,The Clash,London Calling,1/1/2017,Rock,Punk Rock,8,8,,,,,,,,,,,,,,,
553,5,3,Cream,Disraeli Gears,1/1/2017,Rock,Psych Rock,6.5,6.5,,,,,,,,,,,,,,,
554,5,3,Creedence Clearwater Revival,Cosmo's Factory,1/1/2017,Rock,Southern Rock,6,6,,,,,,,,,,,,,,,
555,5,3,"Crosby, Stills and Nash","Crosby, Stills and Nash",1/1/2017,Rock,Folk Rock,7,7,,,,,,,,,,,,,,,
556,5,3,Cyndi Lauper,She's So Unusual,1/1/2017,Pop,Pop Rock,7,7,,,,,,,,,,,,,,,
557,5,3,The Dave Brubeck Quartet,Time Out,1/1/2017,Jazz,Cool Jazz,8,8,,,,,,,,,,,,,,,
558,5,3,Fleet Foxes,Helplessness Blues,1/1/2017,Indie,Indie Folk,6.5,6.5,,,,,,,,,,,,,,,
559,5,3,Frank Zappa,Hot Rats,1/1/2017,Jazz,Jazz Fusion,7,7,,,,,,,,,,,,,,,
560,5,3,Fugazi,Repeater,1/1/2017,Rock,Punk Rock,6.5,6.5,,,,,,,,,,,,,,,
561,5,3,Mirror Kisses,Bad Dreams,1/1/2017,Electronic,Electropop,7.5,7.5,,,,,,,,,,,,,,,
562,5,3,Mirror Kisses,Heartbeats,1/1/2017,Electronic,Darkwave,5.5,5.5,,,,,,,,,,,,,,,
563,5,4,Future Feelings,Future Feelings,1/1/2017,Electronic,Future Funk,7,7,,,,,,,,,,,,,,,
564,5,4,George Clanton,100% Electronica,1/1/2017,Electronic,Electropop,8,8,,,,,,,,,,,,,,,
565,5,4,PUP,The Dream Is Over,1/1/2017,Rock,Emo Rock,7.5,7.5,,,,,,,,,,,,,,,
566,5,4,Birdy,Birdy,1/1/2017,Indie,Indie Folk,6.5,6.5,,,,,,,,,,,,,,,
567,5,4,Birdy,Fire Within,1/1/2017,Indie,Indie Pop,6,6,,,,,,,,,,,,,,,
568,5,4,Birdy,Beautiful Lies,1/1/2017,Indie,Indie Pop,5.5,5.5,,,,,,,,,,,,,,,
569,5,4,Chance the Rapper,Coloring Book,1/1/2017,Rap,Gospel Rap,7.5,7.5,,,,,,,,,,,,,,,
570,5,4,Eels,Electro-Shock Blues,1/1/2017,Rock,Indie Rock,6.5,6.5,,,,,,,,,,,,,,,
571,5,4,Weezer,Everything Will Be Alright In The End,1/1/2017,Rock,Alternative Rock,6.5,6.5,,,,,,,,,,,,,,,
572,5,4,FrankJavCee,"FrankJavCee Collection, Vol. 1, Pt. II",1/1/2017,Electronic,Electropop,7.5,7.5,,,,,,,,,,,,,,,
573,5,5,charlie too human,wat.,1/1/2017,Electronic,Lo-fi Electronic,5,5,,,,,,,,,,,,,,,
574,5,5,charlie too human,"Morning Joints, Vol. 1",1/1/2017,Electronic,Lo-fi Electronic,7.5,7.5,,,,,,,,,,,,,,,
575,5,5,charlie too human,Soundcloud Joints,1/1/2017,Electronic,Lo-fi Electronic,7,7,,,,,,,,,,,,,,,
576,5,5,David Maxim Micic,Eco,1/1/2017,Metal,Progressive Metal,6.5,6.5,,,,,,,,,,,,,,,
577,5,5,David Maxim Micic,Who Bit The Moon,1/1/2017,Metal,Progressive Metal,4,4,,,,,,,,,,,,,,,
578,5,5,Muse,Origin Of Symmetry,1/1/2017,Rock,Hard Rock,7,7,,,,,,,,,,,,,,,
579,5,5,Tomppabeats,Harbor,1/1/2017,Electronic,Lo-fi Electronic,8,8,,,,,,,,,,,,,,,
580,5,5,Idealism,rainy evening ep,1/1/2017,Electronic,Lo-fi Electronic,7.5,7.5,,,,,,,,,,,,,,,
581,5,5,Zach Farache,Fatigue,1/1/2017,Electronic,Lo-fi Electronic,9,9,,,,,,,,,,,,,,,
582,5,5,Nick Leng,Drivers,1/1/2017,Electronic,Chillwave,9,9,,,,,,,,,,,,,,,
583,5,6,Nick Leng,Tunnels and Planes,1/1/2017,Electronic,Downtempo,8.5,8.5,,,,,,,,,,,,,,,
584,5,6,Milosh,You Make Me Feel,1/1/2017,Electronic,Chill-out,7.5,7.5,,,,,,,,,,,,,,,
585,5,6,Milosh,Meme,1/1/2017,Electronic,Chill-out,7.5,7.5,,,,,,,,,,,,,,,
586,5,6,Milosh,iii,1/1/2017,Electronic,Chill-out,6.5,6.5,,,,,,,,,,,,,,,
587,5,6,Milosh,Jetlag,1/1/2017,Electronic,Instrumental,4.5,4.5,,,,,,,,,,,,,,,
588,5,6,Sorority Noise,Forgettable,1/1/2017,Rock,Emo Rock,7,7,,,,,,,,,,,,,,,
589,5,6,Daft Punk,Random Access Memories,1/1/2017,Electronic,Dance/Electrofunk,6,6,,,,,,,,,,,,,,,
590,5,6,Logic,The Incredible True Story,1/1/2017,Rap,Hip Hop,7,7,,,,,,,,,,,,,,,
591,5,6,Heartless Bastard,Arrow,1/1/2017,Rock,Blues Rock,6.5,6.5,,,,,,,,,,,,,,,
592,5,6,Boy Pablo,Roy Pablo,1/1/2017,Pop,Jangle Pop,8.5,8.5,,,,,,,,,,,,,,,
593,5,7,Weezer,White Album,1/1/2017,Rock,Power Pop/Alternative Rock,8,8,,,,,,,,,,,,,,,
594,5,7,John Mayer,Continuum,1/1/2017,Rock,Coffeehouse Rock,8,8,,,,,,,,,,,,,,,
595,5,7,Bright Eyes,"I'm Wide Awake, It's Morning",1/1/2017,Indie,Indie Rock,7,7,,,,,,,,,,,,,,,
596,5,7,Ben Folds,"supersunnyspeedgraphic, the lp",1/1/2017,Indie,Power Pop,8,8,,,,,,,,,,,,,,,
597,5,7,Kodaline,In A Perfect World,1/1/2017,Indie,Indie Folk/Indie Rock,7,7,,,,,,,,,,,,,,,
598,5,7,B�RNS,Dopamine,1/1/2017,Indie,Indie Rock/Indietronica,8,8,,,,,,,,,,,,,,,
599,5,7,Glass Animals,ZABA,1/1/2017,Electronic,Chillwave,6,6,,,,,,,,,,,,,,,
600,5,7,Beach House,Depression Cherry,1/1/2017,Rock,Dream Pop,8,8,,,,,,,,,,,,,,,
601,5,7,Snarky Puppy,We Like It Here,1/1/2017,Jazz,Jazz Fusion,7.5,7.5,,,,,,,,,,,,,,,
602,5,7,The Format,Dog Problems,1/1/2017,Indie,Indie Pop,7,7,,,,,,,,,,,,,,,
603,5,8,The Strokes,Comedown Machine,1/1/2017,Rock,Garage Rock,8,8,,,,,,,,,,,,,,,
604,5,8,Gold Panda,Your Good Times Are Just Beginning,1/1/2017,Electronic,Ambient/House,6.5,6.5,,,,,,,,,,,,,,,
605,5,8,The Mowgli's,Where'd Your Weekend Go?,1/1/2017,Pop,Indie Pop,5,5,,,,,,,,,,,,,,,
606,5,8,Bombay Bicycle Club,Flaws,1/1/2017,Indie,Indie Folk,7,7,,,,,,,,,,,,,,,
607,5,8,Bombay Bicycle Club,A Different Kind of Fix,1/1/2017,Indie,Indie Rock,6,6,,,,,,,,,,,,,,,
608,5,8,Weezer,Maladroit,1/1/2017,Rock,Power Pop,7,7,,,,,,,,,,,,,,,
609,5,8,Weezer,Death to False Metal,1/1/2017,Rock,Power Pop,5,5,,,,,,,,,,,,,,,
610,5,8,Weezer,Hurley,1/1/2017,Rock,,8,8,,,,,,,,,,,,,,,
611,5,8,Weezer,Pacific Daydream,1/1/2017,Rock,,5,5,,,,,,,,,,,,,,,
612,5,8,David Gray,White Ladder,1/1/2017,Folk,Folktronica,8.25,8,8.5,,,,,,,,,,,,,,
613,5,9,De La Soul,3 Feet High and Rising,1/1/2017,Rap,,8.5,8.5,,,,,,,,,,,,,,,
614,5,9,Def Leppard,Pyromania,1/1/2017,Rock,Classical Rock,7,7,,,,,,,,,,,,,,,
615,5,9,Derek and the Dominos,Layla and Other Assorted Songs,1/1/2017,,Blues Rock,6.5,6.5,,,,,,,,,,,,,,,
616,5,8,DEVO,Q: Are We Not Men? A: We Are Devo!,1/1/2017,Rock,New Wave,5,5,,,,,,,,,,,,,,,
617,5,9,Digital Underground,Sex Packets,1/1/2017,Rap,Golden Age Hip-Hop,6,6,,,,,,,,,,,,,,,
618,5,9,Dire Straits,Dire Straits,1/1/2017,Rock,Blues Rock,5,5,,,,,,,,,,,,,,,
619,5,9,Dire Straits,Brothers In Arms,1/1/2017,Rock,Blues Rock,5,5,,,,,,,,,,,,,,,
620,5,9,The Doors,The Doors,1/1/2017,Rock,Oldies Classic Rock,7,7,,,,,,,,,,,,,,,
621,5,9,Dusty Springfield,Dusty in Memphis,1/1/2017,Pop,Pop Soul,4,4,,,,,,,,,,,,,,,
622,5,9,Eagles,Hotel California,1/1/2017,Rock,Oldeis Classic Rock,6,6,,,,,,,,,,,,,,,
623,5,10,Echo and the Bunnymen,Ocean Rain,1/1/2017,Rock,New Wave,6.5,6.5,,,,,,,,,,,,,,,
624,5,10,Eels,Beautiful Freak,1/1/2017,Indie,,7.5,7.5,,,,,,,,,,,,,,,
625,5,10,Elton John,Madman Across the Water,1/1/2017,Pop,Pop Rock,6,6,,,,,,,,,,,,,,,
626,5,10,Elvis Costello,My Aim Is True,1/1/2017,Rock,Power Pop,7,7,,,,,,,,,,,,,,,
627,5,10,emmet swimming,Wake,1/1/2017,Rock,Alternative Rock,7,7,,,,,,,,,,,,,,,
628,5,10,Emmy the Great,First Love,1/1/2017,Folk,Anti-Folk,6.5,6.5,,,,,,,,,,,,,,,
629,5,10,Etta James,At Last!,1/1/2017,R&B,Blues,4,4,,,,,,,,,,,,,,,
630,5,10,Eurythmics,Touch,1/1/2017,Rock,New Wave,5,5,,,,,,,,,,,,,,,
631,5,10,The Fabulous Thunderbirds,Tuff Enuff,1/1/2017,Rock,Blues Rock,5,5,,,,,,,,,,,,,,,
632,5,10,Fear,The Record,1/1/2017,Rock,Hardcore Punk,4,4,,,,,,,,,,,,,,,
633,6,1,The Feelies,Crazy Rhythms,1/1/2017,Rock,Post-Punk,5.5,5.5,,,,,,,,,,,,,,,
634,6,1,Fine Young Cannibals,Fine Young Cannibals,1/1/2017,Rock,New Wave,5,5,,,,,,,,,,,,,,,
635,6,1,Fishbone,The Reality of My Surroundings,1/1/2017,Rock,Ska Punk/Funk Rock,5,5,,,,,,,,,,,,,,,
636,6,1,Frankie Miller Band,The Rock,1/1/2017,Rock,Blues Rock,5,5,,,,,,,,,,,,,,,
637,6,1,Foreigner,Four,1/1/2017,Rock,Hard Rock,5,5,,,,,,,,,,,,,,,
638,6,1,The Wombats,The Wombats proudly present... This Modern Glitch,1/1/2017,Rock,Indie Rock/Alternative Rock,6,6,,,,,,,,,,,,,,,
639,6,1,Saint Motel,saintmotelevision,1/1/2017,Indie,Indie Pop,6.5,6.5,,,,,,,,,,,,,,,
640,6,1,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",1/1/2017,Rap,Hip-Hop,8,8,,,,,,,,,,,,,,,
641,6,1,Zella Day,Kicker,1/1/2017,Pop,,6,6,,,,,,,,,,,,,,,
642,6,1,Spose,Good Luck With Your Life,1/1/2017,Rap,Hip-Hop,4,4,,,,,,,,,,,,,,,
643,6,2,Alanis Morissette,Jagged Little Pills,1/1/2017,Rock,Alternative Rock,6.5,6.5,,,,,,,,,,,,,,,
644,6,2,Kungs,Layers,1/1/2017,Electronic,Tropical House,6,6,,,,,,,,,,,,,,,
645,6,2,Weather Report,The Essential Weather Report,1/1/2017,Jazz,Jazz,6.5,6.5,,,,,,,,,,,,,,,
646,6,2,The Killers,Sam's Town,1/1/2017,Rock,Alternative Rock,6.75,6,7.5,,,,,,,,,,,,,,
647,6,2,Grieves,Together/Apart,1/1/2017,Rap,Soulful Rap,6,6,,,,,,,,,,,,,,,
648,6,2,Nico,Chelsea Girl,1/1/2017,Folk,Chamber Folk,5,5,,,,,,,,,,,,,,,
649,6,2,Baio,Man of the World,1/1/2017,Rock,Indie Rock/Alternative Rock,6,6,,,,,,,,,,,,,,,
650,6,2,Dave B.,Pearl,1/1/2017,Rap,,6.5,6.5,,,,,,,,,,,,,,,
651,6,2,THEY.,Nu Religion: HYENA,1/1/2017,Rap,,6.5,6.5,,,,,,,,,,,,,,,
652,6,2,The Smashing Pumpkins,Gish,1/1/2017,Rock,,5,5,,,,,,,,,,,,,,,
653,6,3,The Smashing Pumpkins,Pisces Iscariot,1/1/2017,Rock,,6,6,,,,,,,,,,,,,,,
654,6,3,Elijah Who,don't make me cry,1/1/2017,Electronic,Lo-Fi Electronic,7,7,,,,,,,,,,,,,,,
655,6,3,Elijah Who,a cute day,1/1/2017,Electronic,Lo-Fi Electronic,7.5,7.5,,,,,,,,,,,,,,,
656,6,3,Elijah Who,i'm tired of feeling this way / lychee juice,1/1/2017,Electronic,Lo-Fi Electronic,7,7,,,,,,,,,,,,,,,
657,6,3,G-Eazy,Must Be Nice,1/1/2017,Rap,,5.5,5.5,,,,,,,,,,,,,,,
658,6,3,Four Tet,Pause,1/1/2017,Electronic,,6,6,,,,,,,,,,,,,,,
659,6,3,Tunng,Mother's Daughter & Other Songs,1/1/2017,Electronic,Folktronica,7,7,,,,,,,,,,,,,,,
660,6,3,Caribou,The Milk of Human Kindness,1/1/2017,Electronic,Folktronica,7.5,7.5,,,,,,,,,,,,,,,
661,6,3,atlas,misc ep,1/1/2017,Electronic,,8,8,,,,,,,,,,,,,,,
662,6,3,clipping.,midcity,1/1/2017,Rap,Experimental Hip-Hop,6.5,6.5,,,,,,,,,,,,,,,
663,6,4,Rhye,Blood,1/1/2017,R&B,,5.5,5.5,,,,,,,,,,,,,,,
664,6,4,Fergie,The Dutchess,1/1/2017,Pop,,6,6,,,,,,,,,,,,,,,
665,6,4,Kirin J Callinan,Bravado,1/1/2017,Electronic,EDM,5.5,5.5,,,,,,,,,,,,,,,
666,6,4,OMI,Me 4 U,1/1/2017,Electronic,Tropical House,5,5,,,,,,,,,,,,,,,
667,6,4,The Chemical Brothers,We Are The Night,1/1/2017,Electronic,House,6,6,,,,,,,,,,,,,,,
668,6,4,Runners Club 95,Panama Papers,1/1/2017,Electronic,Vaporwave/Vaportrap,6.5,6.5,,,,,,,,,,,,,,,
669,6,4,Kendrick Lamar,Section.80,1/1/2017,Rap,,6,6,,,,,,,,,,,,,,,
670,6,4,Emil Rottmayer,Distraction,1/1/2017,Electronic,Synthwave,7,7,,,,,,,,,,,,,,,
671,6,4,She's Not Real,Summer Sorrow,1/1/2017,Electronic,Synthwave,6,6,,,,,,,,,,,,,,,
672,6,4,Animal Collective,Sung Tongs,1/1/2017,Indie,Indie Folk,5.5,5.5,,,,,,,,,,,,,,,
673,6,5,Animal Collective,Feels,1/1/2017,Indie,,5,5,,,,,,,,,,,,,,,
674,6,5,Mount Eerie,A Crow Looked At Me,1/1/2017,Rock,,5,5,,,,,,,,,,,,,,,
675,6,5,Rich Brian,Amen,1/1/2017,Rap,,6,6,,,,,,,,,,,,,,,
676,6,5,Portugal. the Man,American Ghetto,1/1/2017,Rock,Alternative Rock,7,7,,,,,,,,,,,,,,,
677,6,5,La Roux,La Roux,1/1/2017,Electronic,Synth-Pop,9,9,,,,,,,,,,,,,,,
678,6,5,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,1/1/2017,Indie,Indie Rock/Punk Rock,5,5,,,,,,,,,,,,,,,
679,6,5,Modest Mouse,Build Nothing out of Something,1/1/2017,Indie,,6.5,6.5,,,,,,,,,,,,,,,
680,6,5,Modest Mouse,Sad Sappy Sucker,1/1/2017,Indie,,4.5,4.5,,,,,,,,,,,,,,,
681,6,5,Modest Mouse,Baron Von Bullshit Rides Again,1/1/2017,Indie,,7,7,,,,,,,,,,,,,,,
682,6,5,Modest Mouse,We Were Dead Before The Ship Even Sank,1/1/2017,Indie,,6.5,6.5,,,,,,,,,,,,,,,
683,6,6,Modest Mouse,The Lonesome Crowded West,1/1/2017,Indie,,4,4,,,,,,,,,,,,,,,
684,6,6,Car Seat Headrest,Twin Fantasy,1/1/2017,Rock,Lo-Fi Rock,6.5,6.5,,,,,,,,,,,,,,,
685,6,6,Capital Cities,Swimming Pool Summer - EP,1/1/2017,Electronic,Electropop,7,7,,,,,,,,,,,,,,,"Interesting elements of funk combined with electronic sounds. A lot more stripped down than there debut album ""In A Tidal Wave of Mystery"", but a very similar sound overall."
686,6,6,Something Corporate,Leaving Through The Window,1/1/2017,Rock,Alternative Rock/Pop Punk,6.5,6.5,,,,,,,,,,,,,,,"Despite being have a clear pop punk sound, on some songs Something Corporate sounds closer to Mike Doughty of Soul Coughing than a true pop punk band. There is a more distinct use of piano melodies that come through the foreground that really separates Something Corporate from most pop punk and brings it in to a more Alternative Rock band with elements of pop punk."
687,6,6,Something Corporate,North,1/1/2017,Rock,Alternative Rock,6,6,,,,,,,,,,,,,,,
688,6,6,FM-84,Atlas,1/1/2017,Electronic,Synthwave,7,7,,,,,,,,,,,,,,,
689,6,6,Negative Gemini,Forget Your Future,1/1/2017,Electronic,Sythnpop,6.5,6.5,,,,,,,,,,,,,,,
690,6,6,Negative Gemini,Body Work,1/1/2017,Electronic,Synthpop,6,6,,,,,,,,,,,,,,,
691,6,6,Brandon Flowers,The Desired Effect,1/1/2017,Rock,Alternative Rock/New Wave,7,7,,,,,,,,,,,,,,,
692,6,6,The Magic Numbers,The Magic Numbers,1/1/2017,Indie,Indie Folk/Indie Rock,8,8,,,,,,,,,,,,,,,
693,6,7,Swell,There Is Still Us,1/1/2017,Electronic,Lo-Fi Electronic,8.5,8.5,,,,,,,,,,,,,,,
694,6,7,mr. hong,long days.short years,1/1/2017,Electronic,Lo-Fi Electronic,8.5,8.5,,,,,,,,,,,,,,,
695,6,7,Subaeris,New Tokyo Blue Mood ??,1/1/2017,Electronic,Vaporwave,8,8,,,,,,,,,,,,,,,
696,6,7,Waka Flocka Flame,Flockaveli,1/1/2017,Rap,,6,6,,,,,,,,,,,,,,,
697,6,7,Neon Indian,Vega Intl. Night School,1/1/2017,Electronic,,5,5,,,,,,,,,,,,,,,
698,6,7,mt. fujitive,honshu island,1/1/2017,Electronic,Lo-Fi Electronic,5.5,5.5,,,,,,,,,,,,,,,
699,6,7,People Like You,This Is What I've Learned,1/1/2017,Rock,Emo Rock/Math Rock,6.5,6.5,,,,,,,,,,,,,,,
700,6,7,aimless,beats from 2017,1/1/2017,Electronic,Lo-Fi Electronic,7.5,7.5,,,,,,,,,,,,,,,
701,6,7,aimless,change of scenery,1/1/2017,Electronic,Lo-Fi Electronic,7.5,7.5,,,,,,,,,,,,,,,
702,6,7,Tra$h,AWAKE Vol. 1,1/1/2017,Electronic,Lo-Fi Electronic,6.5,6.5,,,,,,,,,,,,,,,
703,6,8,eli.,Act Surprised,1/1/2017,Electronic,Electropop/Indie Pop,6,6,,,,,,,,,,,,,,,
704,6,8,Kudasaibeats,Falling,1/1/2017,Electronic,Lo-Fi Electronic,7,7,,,,,,,,,,,,,,,
705,6,8,Various Artists,A Cup of Lofi #1,1/1/2017,Electronic,Lo-Fi Electronic,8,8,,,,,,,,,,,,,,,
706,6,8,city girl,snow rose,1/1/2017,Electronic,Lo-Fi Electronic,8.5,8.5,,,,,,,,,,,,,,,
707,6,8,OK Go,OK Go,1/1/2017,Rock,Alternative Rock,7.5,7.5,,,,,,,,,,,,,,,
708,6,8,mr. hong,Colors,1/1/2017,Electronic,Jazz Hop,8,8,,,,,,,,,,,,,,,
709,6,8,Liam Phelan,The Relate - EP,1/1/2017,Electronic,Lo-Fi Electronic,6,6,,,,,,,,,,,,,,,
710,6,8,Neon Trees,Habits,1/1/2017,Pop,Pop Rock,6.5,6.5,,,,,,,,,,,,,,,
711,6,8,Neon Trees,Picture Show,1/1/2017,Pop,Pop Rock,7.5,7.5,,,,,,,,,,,,,,,
712,6,8,Hockey,Mind Chaos,1/1/2017,Rock,Indie Rock,6,6,,,,,,,,,,,,,,,
713,6,9,Atlas Genius,When It Was Now,1/1/2017,Rock,Pop Rock,6.5,6.5,,,,,,,,,,,,,,,
714,6,9,CHAPPO,Moonwater,1/1/2017,Rock,Indie Rock,6,6,,,,,,,,,,,,,,,
715,6,9,The Rumours,From The Corner Into Your Ear,1/1/2017,Rock,Garage Rock,7,7,,,,,,,,,,,,,,,
716,6,9,Violent Femmes,Violent Femmes,1/1/2017,Rock,Folk Punk,7.5,7.5,,,,,,,,,,,,,,,
717,6,9,Tame Impala,Currents,1/1/2017,Rock,Neopsychedlia,8,8,,,,,,,,,,,,,,,
718,6,9,Death,...For The Whole World To See,1/1/2017,Rock,Punk Rock,8,8,,,,,,,,,,,,,,,
719,6,9,Mike Doughty,Golden Delicious,1/1/2017,Rock,,6,6,,,,,,,,,,,,,,,
720,6,9,Soul Coughing,El Oso,1/1/2017,Rock,Alternative Rock,7,7,,,,,,,,,,,,,,,
721,6,9,HalfNoise,Volcano Crowe,1/1/2017,Indie,Indietronica,6,6,,,,,,,,,,,,,,,
722,6,9,Jack Stauber,HiLo,7/11/2018,Pop,Hygnagogic Pop,5.5,5.5,,,,,,,,,,,,,,,
